proof,name,type
,False,not specified
,False,online shopping
,False,others
,False,job offer
,False,claiming
"4 na pirasong SOLAR LIGHTS sa halagang 1,499.

Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50

Yes! Apat na piraso ! Dahil naka SALE siya ngayon!

100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !!

3 modes siya :
STEADY LIGHTS
SENSOR LIGHTS
DIM LIGHTS",False,products
,False,online games
,False,online games
,False,raffle/play
,False,claiming
,False,money
,False,claiming
,False,online shopping
,False,casino/gambling
,False,casino/gambling
,False,claiming
,False,casino/gambling
,False,casino/gambling
,False,casino/gambling
,False,casino/gambling
,False,products
,False,free
,False,casino/gambling
,False,casino/gambling
,False,loan/bank
,False,products
,False,online games
,False,job offer
,False,online games
,False,unclaimed bonus
"Tadz,Nasayo ang swerte, libreng ¤10 sayo http://aq63xi.com",False,money
,False,gcash
,False,work
,False,products
,False,casino/gambling
,False,casino/gambling
,False,unclaimed bonus
,False,money
,False,work
,False,raffle
,False,online games
,False,deposit scam
,False,work
,False,online games
,False,job offer
Ngayon po ang Start ng Big Sale namin Up to 60% discount sa lahat ng items namin. Click this para makita ang mga product --> https://s.lazada.com.ph/s.UF1Ha Meron po kaming: Solar Lights Emergency lights Massage gun Laptop stand Air purifier Facial Acne steamer Air fryer at madami pang iba.,False,online shopping
ew PH Game Platform Online ! Let Play U Prefer Game AND WiN BIG CasH! Register Now FREE 178 BONUS. ONLY AT cod11.cc,False,online games
"4 na pirasong SOLAR LIGHTS sa halagang 1,499. Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50 Yes! Apat na piraso ! Dahil naka SALE siya ngayon!",False,products
i.deaI'Choice: Sa'isang'd*posit'baka'makha'ng'higit'5k'pes*s'b*nus' http://phonline.beauty/nfX '24H'1mmediate'C*sh'In/Out,False,free
"Try our hot Games! Slot, Poker, Sports and MORE 100% Deposit rebate! Come and play with our Live Casino girls! onlinebet.ph/JB-game",False,online games
Sa maliit na halaga may chance ka ng maging MILYONARYO.,False,others
"Greetings from GCredit, Please Claim your PHP 5,000 worth of GCash Loyalty Card provided by GCredit Team. Claim here: https://t.ly/gcash.ph",False,email
,False,gcash
Pagod ka ba sa mag hapon na pagtratrabaho ??? Marerelax ka sa aming NEW MASSAGE GUN. CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UUM6r Naka SALE ngayon.,False,online shopping
SOLAR 3 WAY LIGHTS SOBRA GANDA AT FORMAL ILAGAY SA WALL CLICK HERE FOR PICTURE AND PRICE ---> https://s.lazada.com.ph/s.fz8pd BUY 1 TAKE 1 TODAY ONLY!!,False,products
"Hindi magiging katotohanan ang kasinungalingan, maski ni like pa ang post na ‘yan ng libu lbong tao, o maski maging viral o trending . Maging mapanuri sa mga posts ng bloggers , vloggers at influencers.-2182",False,others
REGISTER and DEPO GET UP TO PHP5000 WELCOME BONUS!!Small amount to win BIG 2M JACKPOT!!24/7chat:https://atbunny.bet/help VISIT:https://t.ly/ATEbunny@02.com,False,money
Your BDO number has been suspended until further notice. ReActivate on our official page: https://rebrand.ly/s08h7th,False,loan/bank
"4 PCS SOLAR LIGHTS FOR ONLY 1,499 !! Pinaka mura na Solar sa Market ! BILI NA ! CLICK HERE TO BUY --> https://tinyurl.com/4en84z45 BUY 2 TAKE 2 TODAY ONLY!!",False,products
SOLAR 3 WAY LIGHTS SOBRA GANDA AT FORMAL ILAGAY SA WALL CLICK FOR PRICE/BUY ---> https://s.lazada.com.ph/s.V9Nyq Shop Now: (NEW ITEM 58% OFF SALE) BUY 1 TAKE 1 TODAY ONLY!!! PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES. LED Super Bright 3 Adjustable Heads Motion Sensor Lights Waterproof and Wireless TIPID SA KURYENTE !! IWAS MAGNANAKAW AT AKYAT-BAHAY SA GABI !!,False,products
,False,casino/gambling
,False,not specified
,False,money
,False,casino/gambling
,False,products
,False,casino/gambling
,False,online games
,False,not specified
,False,casino/gambling
,False,casino/gambling
,False,not specified
,False,online games
,False,deposit scam
,False,rewards
,False,online games
,False,claiming
,False,online games
,False,claiming
,False,email
,False,products
,False,others
,True,others
,False,online games
,False,deposit scam
,False,products
,False,raffle/play
,False,globe
,False,others
,False,raffle/play
,False,unclaimed bonus
,False,others
,False,loan/bank
,False,raffle/play
,False,claiming
,False,raffle/play
,False,loan/bank
,False,products
,False,gcash
,False,rewards
,False,claiming
,False,claiming
,False,claiming
,False,email
,False,claiming
,False,online games
,False,claiming
,True,claiming
,False,claiming
,False,not specified
,False,not specified
,False,not specified
,False,not specified
,False,not specified
,False,online shopping
,False,casino/gambling
,False,free
,False,not specified
,False,not specified
,False,others
,False,work
,False,others
,False,claiming
,False,casino/gambling
,False,work
,False,online shopping
,False,claiming
,False,raffle
,False,rewards
,False,job offer
,False,job offer
,False,free
Ideal-Choice!! Sa isang dposit baka makha ng higit 10k pe-sos b.o.n.u.s. 24/7 Im mediate Ca.sh In/Out. http://okadaonline.shop/exH,False,money
,False,work
,False,not specified
,False,casino/gambling
,False,others
,False,not specified
,False,not specified
,False,not specified
,False,not specified
,False,not specified
,False,others
,False,others
,False,others
,False,products
,False,claiming
,False,products
,False,products
,False,not specified
,False,raffle/play
,False,casino/gambling
"lahat ginagamit ako para kumita ng 1 milyon, wag ka magpahuli http://gtgtjl.com",False,passive income
,False,claiming
,False,raffle/play
,False,loan/bank
,False,not specified
"NOTE! your simcard no. had won php730,000.00 frm: san miguel corp. 4 more info & dtails.txt your name/add/age/occupation.im sec:RUDY T. VALDEZ. Dti#3202s20",False,claiming
B.e.s.t /On.lin'e/ /C@si'no% With24/7 Cah In/Out http://pbgaming.pics/BFd Si'gn up and 1OOO Ge.t 1OOO,False,casino/gambling
U.A.E. JOB ALERT: SEND YOUR RESUME TO info@ismailnasirshipping.com FOR APPLICATION.,False,job offer
"you will get an income of 240 to 700 pesos for promoting products, and you do not need to pay any fees for completing basic tasks, https://kikixe.com ",False,passive income
let's talk here now: xjmuan@gmail.com,False,email
let's talk here now: juliansantosx@gmail.com,False,email
"you can earn an extra 3000-5000 every day! recruit staff online! flexible working hours and locations, please contact: https://wa.me/+639774051291",False,job offer
your parcel is ready for delivery. confirm your shipping details. check here: guhjes.me/JGKvlro,False,online shopping
"see what i have for you, reply to: mastjohn586@gmail.com",False,email
,False,deposit scam
get back to my email now; mtvgxx@gmail.com,False,email
" SMS PASS: (MY FULL NAME) PIDN: B04796 / A3(adults with co-morbidity) dalhin:ballpen, valid id at med. cert./clearance or reseta. sa iyong 1st dose covid-19 bakuna sa 9/7/2021 8am-2pm, pacita astrodome. reply confirm. rc: VEI07A",False,
URGENT:kindly contact luis_garry@yahoo.com,False,email
"IF YOU REALLY GOT MY TEXT,LET ME KNOW IN nancyflores41@hotmail.com very urgent ",False,email
,False,claiming
,False,casino/gambling
,False,raffle/play
,False,casino/gambling
,False,casino/gambling
,False,raffle/play
,False,casino/gambling
,False,raffle/play
,False,casino/gambling
,False,raffle/play
,False,raffle/play
,False,raffle/play
,False,not specified
,False,claiming
,False,raffle/play
,False,casino/gambling
,False,raffle/play
"Ang iyong unang deposito araw-araw na may mga karagdagang benepisyo, ano pa ang hinihintay mo  http://fdsv03.org",False,deposit scam
,False,raffle/play
,False,raffle/play
,False,casino/gambling
,False,claiming
,False,claiming
,False,email
,False,passive income
,False,casino/gambling
,False,email
,False,email
,False,email
,False,claiming
magrehistro na ngayn  meron ka 100 %  /C.A.S.H/  back hangang 5OOO/P.H.P/ http://betting.pics/JsK W'l@N 100M WITH 24/7 C@S'H IN/OUT,False,others
,False,money
,False,not specified
"Winning Number 6FBJ:You have won $850,200USD in our 2022 Qatar FIFA WorldCup Prize award. Contact Cruz ttttimco@gmail.com and claim Prize",False,claiming
,False,free
,False,products
,False,money
,False,not specified
,False,not specified
,False,online shopping
,False,others
,False,others
*attached in PROOF tab*,False,job offer
*attached in PROOF tab*,False,claiming
,False,unclaimed bonus
,False,deposit scam
,False,others
,False,others
,False,others
,False,others
,False,casino/gambling
pakiusap pakikuntak si mr. gerald sa kanyang email geraldleug@yahoo.com. meron siyang mahalagang sasabinhin sayo. maraming salamat.,False,email
,False,free
,False,deposit scam
,False,not specified
Do you wish to live and work ABROAD?. Vacancies available!!! kindly contact me on my Email now for details: rp247568@gmail.com,False,work
Makakatanggap ka ng 5000 cash! Pumunta lang sa website na ito: bit.ly/get5kblog at e click ang google ads na inyong makikita sa kahit anong page ng site.,False,others
Hello get back at me via Robertforsch1@gmail.com it's important.,False,email
"[Complete Name!],Red envelope ng mga bago dumating na, pinduin para kunin ang ¤10 http://9dv1t8.com",False,others
"Kulang ang sahod, magrehistro saakin, makakuha ng 600p http://aq63xi.com",False,
Is all about you reach me here : rhr1700e@gmail.com,False,email
"(hawis999@gmail.com) pls contact me with the email is urgent, your number is not going.",False,email
"FREE DAILY 588P!24/7 online platf0rm!COCKF1GHTINGLIVE CAS1N0
SLOTS, F1SHING N MORE!web: https://bit.ly/Lb17dHdy",False,casino/gambling
No.1 ONL!NE CAS|N0 pinaka trusted p|atform sa Pinas and meron daily b0nus and bi|is mg cash in-out 24/7. http://pcplat.com,False,casino/gambling
"Narito na ang Sikat at bagong Platform para sayo,Ang Wplus ay mayroong 5500 bonus at 3% sa bawat deposito QTF18jZa0VY=. w3npl5s.com/M3y3m3n",False,raffle/play
0kada On|ine CAS|NO pinaka trusted platform sa Pinas and meron daily bonus and bilis mg cash in/out 24/7.  https://bit.ly/3Rb4pyJ,False,casino/gambling
ikaw ang maswerteng na pili SaF2rxfQYl8=  na makakuha ng libreng Slot game bonus at libreng 3000 bonus. Iclaim ito upang makapaglaro at manalo. ti4yougame.com/M3lig3y3ng-P3gd3t1ng,False,casino/gambling
,False,claiming
Salary or Business Loan? Avail our promo 30kto2M. For Fast transaction. Call me,False,claiming
Goodam po musta napo. Baka pwede na akong amningil ngayon,False,claiming
,False,online games
"ENMAR F.,Boss, nanalo ka ng 600 pesos bonus, isang pindot para kunin! http://gcxvd2ny.com",False,claiming
,False,raffle/play
,False,netflix
,False,online games
,False,deposit scam
Please do not fail to do everything you can to contact me here: gregrds37@gmail.com,False,email
,False,money
,False,job offer
bit.ly/3G6DU7N,False,online games
bit.ly/8UCnboD,False,online games
IMPORTANT NOTICE. WE ARE INFORMING YOU THAT WE ALREADY FORWARDED YOUR NAME FOR BLACKLISTING. YOU WILL BE BANNED TO ALL LENDING COMPANIES AND BANKS IF YOU STILL REFUSE TO REPAY. EXPECT THE DEMAND LETTER TO YOUR HOME ADDRESS. TO AVOID THIS KINDLY PAY IN FULL YOUR OVERDUE TODAY.,False,not specified
http://betting.pics/JsK,False,money
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,products
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,phone call scam
,False,claiming
Mentioned my name. I have screenshot. I don't know how to put it in,True,claiming
,False,
,False,products
,False,casino/gambling
,False,not specified
,False,others
,False,claiming
,False,
,False,casino/gambling
,False,not specified
,False,not specified
,False,online games
,False,claiming
,False,others
,False,others
,False,others
,False,deposit scam
,False,online games
,False,money
,False,online shopping
,False,free
,False,raffle/play
,False,globe
"[TEXT MESSAGE] HELLO BELOVED PLEASE KINDLY REPLY ON MY EMAIL URGENTLY

brettflanag@gmail.com",False,email
),False,others
,False,others
,False,others
,False,casino/gambling
,False,raffle/play
,False,raffle/play
,False,casino/gambling
,False,others
,False,free
,False,products
,False,casino/gambling
,False,not specified
,False,others
,False,others
,False,claiming
,False,money
,False,
,False,money
,False,money
,False,claiming
,False,raffle
,False,money
,False,products
,False,casino/gambling
,False,claiming
,False,not specified
,False,products
,False,others
,False,products
,False,products
,False,
,False,not specified
,False,money
,False,others
,False,deposit scam
,False,others
,False,claiming
,False,products
,False,loan/bank
,False,products
,False,products
,False,loan/bank
,False,loan/bank
,False,casino/gambling
,False,raffle/play
,False,loan/bank
,False,raffle/play
,False,products
,False,raffle/play
,False,claiming
,False,raffle/play
,False,raffle/play
,False,claiming
,False,loan/bank
http://fdsv09.info,False,rewards
,False,platform
,False,products
luckyphil.com/login,False,raffle/play
http://t6m681.com,False,raffle/play
,False,products
"The most professional slot machine betting platform in the Philippines http://superwin.pics/iX5 slot machine battle, get lucky 30,000PHP bonus everyday",False,others
,False,claiming
https://bit.ly/Hd4zMy5l,False,raffle/play
luckyphil.com/login,False,raffle/play
http://t6m681.com,False,raffle/play
http://fdsv11.info,False,casino/gambling
http://fdsv02.email,False,money
http://taccmp5h.com,False,not specified
,False,online shopping
"4 na pirasong SOLAR LIGHTS sa halagang 1,499.

Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50

Yes! Apat na piraso ! Dahil naka SALE siya ngayon!

100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !!

3 modes siya :
STEADY LIGHTS
SENSOR LIGHTS
DIM LIGHTS",False,products
"The most popular Filipino C asino with 24/7 Immediate Cash In/Out. Register Now Get 5,000PHP FREE 5,000PHP http://pbgaming.xyz/lCr WIN 1 Million NOW!",False,casino/gambling
"The most popular Filipino C asino with 24/7 Immediate Cash In/Out. Register Now Get 5,000PHP FREE 5,000PHP http://pbgaming.xyz/lCr WIN 1 Million NOW!",False,casino/gambling
GOOD NEWS! ISA KA SA PWEDENG MANALO NG HIGIT SA ISANG MILYONG PISO SA PAGLALARO. I-DOWNLOAD NA! http://phpoceans.com,False,raffle/play
"(NAME), Sikreto kong natulungan yumaman ang maraming tao, halika dito: http://931ccx.com",False,not specified
Full name ko na nakaindicate. Yung surname ko hindi lang initials na. ,False,not specified
"hottest online games poker  slots and P5,OOO bonus everday https://cutt.ly/MLVOFKE  24/7 Immediate Cash In/Out",False,casino/gambling
"Your 603.70 Points 
will Expire on 
JULY 31, 2022.

CONVERT to P600 Prepaid
 
Just Dial:
 
*
100*1*O9557986055*600*1*# 
 
Then Press CALL",False,others
"Beloved, contact my email, thanks, gdabeg2468@outlook.com",False,job offer
"WELCOME BONUS: 201 GET 201, 1001 GET 1001, 5000 GET 5000. *24/7 Immediate Cash In/Out More https://reurl.cc/55jXOq",False,money
"From: PCSO Draw coordinator Mr ARIEL DE OCAMPO, Tayaan mo ang 3DLOTTO# na (131) 400pesos target at 600pesos rambol. Tawag agad pgkatpos mkataya!",False,lotto
"Buddy! Try your luck here! 2.6M JACKPOT PRIZE! You might be the next millionaire! Register now and get FREE 60P, luckyphil.com/login will have SABONG Soon,",False,free
"SMSCaster.com: Good day
There is a good news for you. Kindly contact me on:matthewlittle76@hotmail.com
",False,others
"[Full Name (not GCash)],Lahat ginagamit ako para kumita ng ¤1 milyon, wag na magpahuli http://gjgtjl.com",False,casino/gambling
"[Full GCash Name],Wag magpaiwan, sabay sabay idownload, bilisan kunin ang ¤10 http://931ccx.com",False,casino/gambling
"NEED CASH? Meron Ka Bang FULLY PAID NA ""CAR & TRUCK"" Sangla Your ORIGINAL OR-CR Into CASH W/Out Taking A UNIT Starting 0.88% Monthly Look For CHERRY 09338184029",False,claiming
"OUR COMPANY NEEDS YOU,
HOMEBASED BUSINESS.

EARN BIG WHILE AT HOME.

INTERESTED?
CLICK LINK BELOW:

m.me/110002170861550

",False,job offer
"KUMITA NG MALAKI HABANG NASA BAHAY LANG.

BE AN ONLINERS LIKE US!!

INTERESTED?
CLICK LINK BELOW:

m.me/103766741492520

",False,job offer
"GMA-7 NOTICE MA'AM SIR CONGRAT'S PHP350,000. SPONSORED  MR. WILLIE REVILLAME PLS TXT NAME AGE ADDRESS WORK CALL ME NOW ATT. REY A. LOPEZ DTI#6589.THANK YOU..",False,others
Sign in to win your lucky jackpots. Fast and safe cash in/out. Most trusted g@me site in phil. Register now to join https://lihi3.com/XPbEl ciRX,False,not specified
"CONGRATS!YOU HAD WON!PHP350,000.00)2ND PRICE FROM:GMA7&(SHOPEE)DTI PERMIT#1205'SERIES OF 2021 TO CLAIM TEXT UR NAME: ADD: AGE: WORK:)CALL US ATTY.KYLE A. TORRES",False,others
Pakiusap pakikuntak si Mr. Kristoffer sa kanyang email; kzum90@yahoo.com. Meron siyang mahalagang sasabihin sayo. Maraming salamat. ,False,email
No.1 ONL!NE CAS|N0 pinaka trusted p|atform sa Pinas and meron daily b0nus and bi|is mg cash in-out 24/7.   http://pqplay1.com,False,casino/gambling
"Your 600 Retàiler Points
will Expire Soon.
Convert to Bonus
600 PrepaidLoàd

Just Dial

*
100*1*09531835656*600*1*#

Then Press CALL

Until:
NOVEMBER 10, 2021",False,loan/bank
No.1 ONL!NE CAS|N0 pinaka trusted p|atform sa Pinas and meron daily b0nus and bi|is mg cash in-out 24/7.   http://pqplay1.com,False,casino/gambling
Hi this is Inspiro. Earn up to 100K and get *20K Joining Bonus as INBOUND Sales Specialist. Click here to apply: https://talkpu.sh/3PKja,False,job offer
let's discuss the job on this email ( infopacif4@gmail.com ),False,job offer
"Dear Our Valuable Customer, Welcome Back to Claim Your Rebate and Our JILI and FC Jackpot Is Awaiting for You. You can access from here https://winnk.in/tHO4o",False,casino/gambling
"ECQ. of  YEAR'2021  Ma'am/Sir. Congrat's  You are lucky  winner of'(Php  350,000.)from.( SEN. MANNY  PACQUIAO.).To Claim Please send your.NAME/AGE/ADD/WORK/.Im Sec.Jade L.Ayala dti'FTEB#24000'S2021. thank  you! ",False,others
"(GCash Name),idownload ang mybitglobal, ""hands on"" ito, hindi pangarap ang bahay at kotse http://wdb4afgo.com",False,not specified
"Gusto mo ba yumaman? Idownload ang http://gjgtjl.com, magbukas ng account at may 600p",False,loan/bank
by SMSCaster.com: URGENT HIRING FOR ONLY DH WORK ABROAD.:Domestic Helper OFW kindly contact:09975949395 free accomodation and food and transpo.100% legit.,False,work
by SMSCaster.com: URGENT HIRING FOR ONLY DH WORK ABROAD.:Domestic Helper OFW kindly contact:09975949395 free accomodation and food and transpo.100% legit.,False,work
"(GCash Name),Hi! Friend, pindutin ang http://5irpkseo.com may makakha ng perang panglaro, mabilis kumita",False,not specified
"-Limited time event- (9-11PM)
Time to draw your first golden eggs & get million bonus baby! 
Deposit only P1K to avail onlinebet.ph/JBgames",False,others
Gumamit ng leverage at yumaman sa isang ataw! Kailangan lang sumali at magdownload https://t.hxfxph.com/MRGyp,False,not specified
"May offer ngayon, magrehistro at may 10 http://nab60q.com",False,raffle/play
"mybitglobal, propesyonal na currency exchange na plataporma, mabilis kumita ng pera https://t.co/LTgQbtqrRn",False,not specified
"4 PCS SOLAR LIGHTS FOR ONLY 1,499 !
Pinaka mura na Solar sa Market !
BILI NA !

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UbrFB

BUY 2 TAKE 2 TODAY ONLY !",False,products
"FIRST New Register MEMBERS Depo100 free100P..free up to 5000P!DONT NEED DOWNLOAD APP,STRAIGHT PLAY AND Easy Win All GAME! https://t.ly/ATEbunny@02.com",False,raffle/play
"Your number is out of network coverage, Get back to me here:bertche6732@gmail.com",False,not specified
"DEAR BENEFICIARY,CLAIM YOUR APPROVED UNPAID COVID 19 AMELIORATION CASH  GRANT FOR AGED,RETIRED & PENSIONIEERS.EMAIL THE CORDINATOR-  aguiladorcasa@gmail.com",False,others
"Free 128P MG account opening, https://bit.ly/3yqbR2l",False,not specified
"I called you but your number is not reachable we need
 to talk pls contact my email  ( Christopherweber772@gmail.com )",False,email
Dear applicant you are selected as Part/Full-time staff. Now you can work from home and earn 8000 Peso daily. please click https://bit.ly/3MNa9fX,False,others
Dear applicant you are selected as Part/Full-time staff. Now you can work from home and earn 8000 Peso daily. please click https://bit.ly/36KRq4j,False,others
"SOLAR 3 WAY LIGHTS
SOBRA GANDA AT FORMAL ILAGAY SA WALL

CLICK FOR PRICE/BUY --->  https://s.lazada.com.ph/s.V9Nyq

Shop Now: (NEW ITEM 58% OFF SALE)
BUY 1 TAKE 1 TODAY ONLY!!!

PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES.

LED Super Bright 3 Adjustable Heads
Motion Sensor Lights
Waterproof and Wireless

TIPID SA KURYENTE !!
IWAS MAGNANAKAW AT AKYAT-BAHAY SA GABI !!",False,products
⚡🥇Tuklasin ang iyong husay! Check this audio book summary and discover your strengths. https://peoplecademy.net/details/811,False,not specified
"1/2MA'AM&SIR
Ur sim# Had
WonPHP550,000
FROM GMA MILYONATION,
For more info text ur NAME/ADD/AGE Call This#09359554557
I'M Atty: Rafael A.Chavez/DTI # 1143 s'21.",False,others
Great News! You are chosen to be the lucky winner of our Netflíx T-shirt and Mug. To continue the process reply YES. Thank you for choosing Globe Postpaid.,False,netflix
"Dahil nabasa mo ito, sign na ito para mag laro! click the link now!! :  http://fdsv05.site",False,others
"Hi L D. , 
Nandito na ang best way para kumita ng datong!
Log in and receive 60P
philnewz.com/login",False,
Get cash when you need it. Borrow any mount from 30k up to 2m to anything for your Personal consumption. Apply now for free! Call me,False,loan/bank
"YoU cAN AvAiL 50K-2M Fast,& Easy approVEd..txt or call 09504250181
LOOK FOR MS. JEN",False,loan/bank
GOOD DAY! We Offer 50k-2M EASY PROCESS AND SECURED TEXT ME FOR MORE INFO 09504250181  LOOK FOR Ms.ELA,False,loan/bank
"Job Open Offer,:Forward your updated resume directly to the establishment @ fdp589752135@gmail.com , Get a chance to work in a decent country.",False,rewards
"Hl!! AVAlLUP 5Ok-2M Easy T0 R0CESS,CaIl wor Text 09928209902",False,loan/bank
"Avail 50k up to 2M...w/ fast@ secured ..reply //how /call
09093702219 look Ms. Carla",False,loan/bank
Limited Time Only! http://betting.pics/Apo 50% Daily UNLI Deposit Bonus. the upper limit of a single bonus is 10000PHP,False,
"May offer ngayon, magrehistro at may ¤10 http://nab60q.com",False,job offer
"(NAME),Hi! Magbukas ng account at may ¤10, first come first serve http://2xnvte.com",False,platform
"(NAME),Siguradong kikita na software, idownload na ang mybitglobal, magbukas ng account at may ¤10 http://casjp3.com",False,
NO.1 Legal na online game sa Pilipinas!   http://fdsv08.site,False,online games
"(NAME),Bilisan sumali, magbukas at may ¤10 ka panglaro!http://gcxvd2ny.com",False,
Handog sayo (NAME) Sa bagong platform sa bansa Wplus ang 5500 bonus at 3% sa bawat deposito YDFzs+bdk60=. w3npl5s.com/M3y3m3n,False,not specified
"4 na pirasong SOLAR LIGHTS sa halagang 1,499.

Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50

Yes! Apat na piraso ! Dahil naka SALE siya ngayon!

100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !!

3 modes siya :
STEADY LIGHTS
SENSOR LIGHTS
DIM LIGHTS",False,products
,False,work
,False,not specified
,False,others
,False,others
,False,others
,False,political
,False,others
,False,political
Regiterd as TEAM BBM,False,others
,False,others
,False,political
,False,others
,False,platform
,False,email
,False,casino/gambling
,False,raffle/play
,False,email
,False,raffle/play
,False,raffle/play
,False,raffle/play
,False,email
,False,raffle/play
,False,online shopping
,False,deposit scam
,False,others
,False,not specified
,False,raffle/play
,False,free
,False,products
,False,money
,False,raffle/play
,False,products
,False,casino/gambling
,False,others
,False,work
,False,work
,False,casino/gambling
,False,claiming
,False,products
,False,work
Makakatanggap ka ng 5000 cash! Pumunta lang sa website na ito bit.ly/yandex20223 at e click ang google ads na inyong makikita sa kahit anong page ng site.,False,claiming
"Dear customer, you are cordially invited to claim your benefits, JILI and EVO Bingo jackpots are waiting for you, you can visit here kuuo.in/qEEgw Fpsf",False,others
,False,raffle/play
,True,others
"Pagkatapos gamitin ang mybitgloba, bawat buwan kumikita ako ng isang milyon http://931ccx.com",True,claiming
"[ PHBET ] The most popular online casino with 24h immediate cash in/out http://superwin.quest/z2r Lucky Wheel: up to 100,000PHP everyday!",False,casino/gambling
"Win The Big J@CKP0T Up To 1M PHP! 100 GET 100, 500 GET 500, 5000 GET 5000|. 24/7 Immediate Cash In/Out. CLICK https://dpurl.org/tflEq",False,casino/gambling
hottest online games poker slots and P5000 bonus everyday http://t-t.ink/0ebp_ 24/7 Immediate Cash in/out,False,casino/gambling
"US$140,000 is awarded to your cell phone number. For details, clarification, and claim, contact:awatz258@gmail.com",False,email
"Hello, I am the hiring manager of Cashbaka, due to the vacancy, we will invite you to work part-time from home, the salary will be paid on the same day, 500-3000 PHP per day   m.me/Lindacashbaka",False,work
"4 na pirasong SOLAR LIGHTS sa halagang 1,499.

Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50

Yes! Apat na piraso ! Dahil naka SALE siya ngayon!",False,products
"Mayroon kang unclaimed top-up bonus, huwag palampasin ito    http://fdsv08.site",False,unclaimed bonus
Ideal-Choice!! Sa isang dposit baka makha ng higit 10k pe-sos b.o.n.u.s 24/7 Im mediate Ca.sh In/Out.  http://okadaonline.shop/exH,False,money
A colleague requests to contact you asap pero hindi po nagcoconnect. Please contact her here: epaz9092@gmail.com Salamat,False,email
Try this easy g@me! W.l.N 100M  J@CKP0T  PRIZE AND STILL GROWING... http://pbgaming.beauty/Sy7,False,others
"Mga sikat na online games, sabong, thousands people are online, mag register na para makakuha ng PHP 777, x7 cash withdrawal, website:  http://fdsv13.info",False,online games
"Your 600 Reward Pts.
will Expire on 
SEPT. 10, 2022

Convert to Bonus Wallet
 
Just Dial
 
*100* 1*09557966706*600*1*# 
 
Press CALL",False,rewards
"4 PCS SOLAR LIGHTS FOR ONLY 1,499 ! Pinaka mura na Solar sa Market ! BILI NA ! CLICK HERE TO BUY --> https://s.lazada.com.ph/s.fJVYM BUY 2 TAKE 2 TODAY ONLY !",False,products
"We have approved your interview on July 8, and you can easily get 2800P. Please contact in time:https://pxmd.co/liSG1",False,work
"Sir/Madam, congratulations on passing our interview, 3800P/day, time is limited, please contact me:https://0a.fit/HXKJd",False,work
Gusto mo bang yumaman? Bisitahin ang link at idownload https//t.co/exm0NSbGxj,False,others
"¤usernam Congratulations! Nanalo ka ng ¤20,000, pindutin para kunin https://t.hxfxph.com/Y9XXo",False,claiming
"SOLAR  STREET LIGHTS ARE NOW ON SALE!!!

CLICK IF INTERESTED FOR PRICE/BUY --->  https://invol.co/clc31bs

Shop Now: (NEW ITEM 74% OFF SALE)
BUY 2 TAKE 2 TODAY ONLY!!!
PINAKA MURANG PRESYO SA MARKET !

PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES.

LED Super Bright
IWAS MAGNANAKAW SA GABI
8-10 HRS USAGE IF FULL CHARGE

PLEASE DO NOT CLICK IF NOT INTERESTED!!!
THANK YOU!",False,products
0kada 0nline casi-no pinaka trusted platform sa Pinas and meron daily bonus and bilis mg cash in/out 24/7. http://poplay1.com,False,casino/gambling
"Maswerteng bitwin ay kumikintab, nanalo ng 10, pindutin http://2xnvte.com",False,claiming
"(NAME) ., Libreng 6000P, kailangan lang magbukas ng libreng account, pindutin http://taccmp5h.com para sumali!",True,platform
"Kunin ang oportunidad, sa my-bitglobal magbukas ng account at may 6000p! http://bitglobalgood.com",False,platform
"Naligayang Boss Martes, Top 1 platform for Slot Gaming! 100% bonus up to 58,888php on your FIRST DEPOSIT! Mag-sign up ngayon http://fdsv09.site",False,casino/gambling
"Mayroon kang unclaimed top-up bonus, huwag palampasin ito    http://fdsv08.site",False,claiming
Ikaw ang maswerteng na pili Zu05UB1o18E=  na makakuha ng libreng Slot game bonus at libreng 3000 bonus. I claim ito upang makapaglaro at manalo. ti4yougame.com/Masuwerteng-Bonus,False,claiming
Ikaw ang maswerteng na pili Zu05UB1o18E= na makakuha ng libreng Slot game bonus at libreng 3000 bonus. I claim ito upang makapaglaro at manalo. ti4yougame.com/Masuwerteng-Bonus,False,claiming
